,Unnamed: 0,frequency,attack-angle,chord-length,free-stream-velocity,suction-side-displacement-thickness,scaled-sound-pressure
621,621,2000,7.2,,39.6,0.00909175,120.228
463,463,6300,0,,71.3,0.0015988,125.427
999,999,3150,0,,31.7,0.000439472,135.227
1313,1313,3150,3.3,,55.5,0.002211,130.629
1466,1466,1600,12.3,,31.7,0.0418756,114.477
764,764,800,0,,31.7,0.000812164,122.79
426,426,500,7.3,,39.6,0.0123481,130.299
202,202,400,0,,55.5,0.00229336,121.66
364,364,1000,5.3,,71.3,0.0051942,134
1475,1475,315,15.6,,71.3,0.0437259,133.808
298,298,6300,2,,31.7,0.00372371,115.137
1279,1279,8000,0,,39.6,0.00146332,122.341
175,175,315,4,,39.6,0.00579636,126.843
748,748,8000,0,,55.5,0.00076193,130.156
1353,1353,630,6.7,,55.5,0.0052139,133.023
1429,1429,500,12.3,,55.5,0.0368233,133.774
810,810,800,8.4,,55.5,0.00544854,128.562
1430,1430,630,12.3,,55.5,0.0368233,124.244
685,685,1250,9.9,,31.7,0.0252785,118.619
190,190,2000,0,,71.3,0.00214345,128.244
747,747,6300,0,,55.5,0.00076193,132.796
221,221,1250,0,,39.6,0.00253511,129.395
39,39,2000,0,,39.6,0.00310138,123.689
203,203,500,0,,55.5,0.00229336,123.78
1009,1009,3150,4.8,,71.3,0.000848633,133.378
763,763,12500,0,,39.6,0.000791822,123.988
1482,1482,1600,15.6,,71.3,0.0437259,121.528
36,36,1000,0,,39.6,0.00310138,127.899
1416,1416,1000,12.3,,71.3,0.0337792,127.928
1109,1109,3150,9.5,,31.7,0.00461377,128.536
777,777,1600,4.2,,71.3,0.00142788,124.318
128,128,400,3,,39.6,0.00495741,125.472
1021,1021,3150,4.8,,55.5,0.000873218,132.354
510,510,8000,0,,31.7,0.00209405,117.957
1326,1326,3150,3.3,,39.6,0.00245138,128.401
1368,1368,315,6.7,,31.7,0.00592927,126.266
1397,1397,500,8.9,,39.6,0.0124596,133.79
576,576,2000,5.4,,39.6,0.00485029,124.647
836,836,1600,8.4,,31.7,0.00580776,129.296
498,498,500,0,,31.7,0.00209405,121.617
569,569,400,5.4,,39.6,0.00485029,127.637
1392,1392,6300,8.9,,71.3,0.0103088,117.253
1419,1419,2000,12.3,,71.3,0.0337792,122.218
1239,1239,5000,22.2,,39.6,0.0229028,118.816
182,182,1600,4,,39.6,0.00579636,123.213
382,382,1250,5.3,,39.6,0.00614329,125.721
796,796,8000,4.2,,39.6,0.00152689,120.397
41,41,3150,0,,39.6,0.00310138,120.319
1232,1232,1000,22.2,,39.6,0.0229028,128.416
706,706,4000,12.6,,71.3,0.0483159,108.034
1453,1453,3150,12.3,,39.6,0.0408268,113.055
228,228,6300,0,,39.6,0.00253511,117.465
206,206,1000,0,,55.5,0.00229336,128.29
384,384,2000,5.3,,39.6,0.00614329,117.911
1177,1177,4000,17.4,,55.5,0.0165706,121.771
921,921,400,15.4,,31.7,0.0289853,123.705
1305,1305,10000,3.3,,71.3,0.00202822,116.694
1394,1394,250,8.9,,39.6,0.0124596,134.34
457,457,1600,0,,71.3,0.0015988,129.667
358,358,5000,4,,31.7,0.00509068,115.969
441,441,400,7.3,,31.7,0.0132672,130.269
1015,1015,12500,4.8,,71.3,0.000848633,127.688
1058,1058,800,9.5,,71.3,0.00420654,127.206
24,24,5000,0,,55.5,0.00283081,119.606
1380,1380,400,8.9,,71.3,0.0103088,138.123
929,929,2500,15.4,,31.7,0.0289853,119.945
931,931,4000,15.4,,31.7,0.0289853,115.635
663,663,315,9.9,,39.6,0.0233328,128.595
1105,1105,1250,9.5,,31.7,0.00461377,131.446
1175,1175,2500,17.4,,55.5,0.0165706,124.931
711,711,315,12.6,,39.6,0.0584113,116.02
1118,1118,800,12.7,,71.3,0.0121808,130.348
768,768,2000,0,,31.7,0.000812164,133.01
818,818,5000,8.4,,55.5,0.00544854,115.812
699,699,800,12.6,,71.3,0.0483159,123.054
523,523,10000,2.7,,71.3,0.00243851,116.724
1218,1218,2000,22.2,,71.3,0.0214178,127.197
1399,1399,800,8.9,,39.6,0.0124596,130.94
1255,1255,800,0,,55.5,0.00131983,127.92
387,387,4000,5.3,,39.6,0.00614329,115.801
912,912,2000,15.4,,39.6,0.0282593,123.443
767,767,1600,0,,31.7,0.000812164,131.01
753,753,1250,0,,39.6,0.000791822,129.148
841,841,200,11.2,,71.3,0.014072,125.941
1114,1114,315,12.7,,71.3,0.0121808,122.938
1393,1393,200,8.9,,39.6,0.0124596,133.42
811,811,1000,8.4,,55.5,0.00544854,130.722
830,830,400,8.4,,31.7,0.00580776,120.076
848,848,1000,11.2,,71.3,0.014072,136.941
798,798,800,8.4,,71.3,0.00529514,127.556
857,857,315,11.2,,39.6,0.0150478,128.99
40,40,2500,0,,39.6,0.00310138,121.399
925,925,1000,15.4,,31.7,0.0289853,124.525
1063,1063,2500,9.5,,71.3,0.00420654,135.956
1211,1211,400,22.2,,71.3,0.0214178,117.927
1467,1467,2000,12.3,,31.7,0.0418756,110.447
889,889,400,15.4,,55.5,0.0271925,126.5
1388,1388,2500,8.9,,71.3,0.0103088,123.623
669,669,1250,9.9,,39.6,0.0233328,120.555
1502,1502,6300,15.6,,39.6,0.0528487,104.204
1362,1362,630,6.7,,39.6,0.00578076,133.355
64,64,8000,0,,31.7,0.00331266,110.515
372,372,6300,5.3,,71.3,0.0051942,116.92
1139,1139,2000,12.7,,39.6,0.0130253,129.567
1454,1454,4000,12.3,,39.6,0.0408268,110.905
65,65,10000,0,,31.7,0.00331266,108.265
1408,1408,6300,8.9,,39.6,0.0124596,113.11
1422,1422,4000,12.3,,71.3,0.0337792,118.018
1054,1054,5000,4.8,,31.7,0.000930789,135.248
926,926,1250,15.4,,31.7,0.0289853,123.255
903,903,250,15.4,,39.6,0.0282593,122.893
373,373,8000,5.3,,71.3,0.0051942,114.9
687,687,2000,9.9,,31.7,0.0252785,116.859
197,197,10000,0,,71.3,0.00214345,118.134
741,741,1600,0,,55.5,0.00076193,128.576
755,755,2000,0,,39.6,0.000791822,132.918
765,765,1000,0,,31.7,0.000812164,126.78
672,672,2500,9.9,,39.6,0.0233328,116.295
527,527,630,2.7,,39.6,0.00294804,125.809
256,256,8000,2,,71.3,0.00293031,115.996
469,469,630,0,,55.5,0.00172668,123.583
1223,1223,6300,22.2,,71.3,0.0214178,123.127
794,794,5000,4.2,,39.6,0.00152689,129.777
68,68,1250,1.5,,71.3,0.00336729,125.872
1447,1447,800,12.3,,39.6,0.0408268,122.315
1136,1136,1000,12.7,,39.6,0.0130253,130.947
884,884,6300,15.4,,71.3,0.0264269,115.215
689,689,3150,9.9,,31.7,0.0252785,112.209
1019,1019,2000,4.8,,55.5,0.000873218,125.054
594,594,5000,5.4,,31.7,0.00525474,115.691
956,956,1250,19.7,,39.6,0.036484,118.634
853,853,3150,11.2,,71.3,0.014072,127.141
787,787,1000,4.2,,39.6,0.00152689,125.647
478,478,5000,0,,55.5,0.00172668,125.203
922,922,500,15.4,,31.7,0.0289853,123.695
139,139,5000,3,,39.6,0.00495741,115.792
1319,1319,630,3.3,,39.6,0.00245138,127.251
618,618,1000,7.2,,39.6,0.00909175,128.338
546,546,1250,5.4,,71.3,0.00401199,134.111
615,615,500,7.2,,39.6,0.00909175,132.658
369,369,3150,5.3,,71.3,0.0051942,123.12
746,746,5000,0,,55.5,0.00076193,134.556
1073,1073,1250,9.5,,55.5,0.0043284,132.202
1243,1243,1250,0,,71.3,0.00121072,130.335
1477,1477,500,15.6,,71.3,0.0437259,130.638
1185,1185,630,17.4,,39.6,0.0172206,124.514
1103,1103,800,9.5,,31.7,0.00461377,130.746
467,467,16000,0,,71.3,0.0015988,113.297
617,617,800,7.2,,39.6,0.00909175,132.358
276,276,1000,2,,39.6,0.00346574,129.147
1046,1046,800,4.8,,31.7,0.000930789,122.648
377,377,400,5.3,,39.6,0.00614329,131.221
331,331,400,4,,39.6,0.00473801,123.879
1016,1016,16000,4.8,,71.3,0.000848633,124.208
1432,1432,1000,12.3,,55.5,0.0368233,125.484
1411,1411,315,12.3,,71.3,0.0337792,137.068
1100,1100,400,9.5,,31.7,0.00461377,124.756
1479,1479,800,15.6,,71.3,0.0437259,124.188
1251,1251,8000,0,,71.3,0.00121072,125.465
2,2,1250,0,,71.3,0.00266337,125.951
1384,1384,1000,8.9,,71.3,0.0103088,135.433
1047,1047,1000,4.8,,31.7,0.000930789,125.348
1346,1346,1000,6.7,,71.3,0.00478288,136.758
992,992,12500,0,,39.6,0.000428464,129.116
752,752,1000,0,,39.6,0.000791822,127.638
1330,1330,8000,3.3,,39.6,0.00245138,118.091
945,945,2500,19.7,,71.3,0.0341183,118.385
673,673,3150,9.9,,39.6,0.0233328,113.525
964,964,4000,0,,71.3,0.000400682,138.557
393,393,400,7.3,,71.3,0.0104404,139.438
53,53,630,0,,31.7,0.00331266,129.095
516,516,2000,2.7,,71.3,0.00243851,130.114
1348,1348,1600,6.7,,71.3,0.00478288,136.678
892,892,800,15.4,,55.5,0.0271925,130.43
985,985,2500,0,,39.6,0.000428464,131.836
1398,1398,630,8.9,,39.6,0.0124596,131.92
419,419,4000,7.3,,55.5,0.0111706,117.284
1173,1173,1600,17.4,,55.5,0.0165706,126.471
482,482,12500,0,,55.5,0.00172668,117.093
147,147,1000,3,,31.7,0.00529514,126.838
38,38,1600,0,,39.6,0.00310138,124.049
1212,1212,500,22.2,,71.3,0.0214178,117.967
702,702,1600,12.6,,71.3,0.0483159,120.534
946,946,3150,19.7,,71.3,0.0341183,116.225
1273,1273,2000,0,,39.6,0.00146332,133.251
1274,1274,2500,0,,39.6,0.00146332,132.611
692,692,6300,9.9,,31.7,0.0252785,108.689
289,289,800,2,,31.7,0.00372371,130.307
960,960,3150,19.7,,39.6,0.036484,113.004
1329,1329,6300,3.3,,39.6,0.00245138,120.851
505,505,2500,0,,31.7,0.00209405,125.867
1428,1428,400,12.3,,55.5,0.0368233,136.414
208,208,1600,0,,55.5,0.00229336,126.79
295,295,3150,2,,31.7,0.00372371,121.527
61,61,4000,0,,31.7,0.00331266,118.145
1203,1203,1250,17.4,,31.7,0.0176631,128.306
1093,1093,3150,9.5,,39.6,0.00449821,129.934
1147,1147,200,17.4,,71.3,0.016104,112.506
323,323,2000,4,,55.5,0.0042862,124.254
1303,1303,6300,3.3,,71.3,0.00202822,124.904
710,710,250,12.6,,39.6,0.0584113,115.89
504,504,2000,0,,31.7,0.00209405,128.907
1158,1158,2500,17.4,,71.3,0.016104,126.746
1228,1228,400,22.2,,39.6,0.0229028,123.416
1024,1024,6300,4.8,,55.5,0.000873218,135.164
1028,1028,16000,4.8,,55.5,0.000873218,124.394
367,367,2000,5.3,,71.3,0.0051942,125.89
1275,1275,3150,0,,39.6,0.00146332,130.961
568,568,315,5.4,,39.6,0.00485029,125.347
589,589,1600,5.4,,31.7,0.00525474,123.761
518,518,3150,2.7,,71.3,0.00243851,127.054
590,590,2000,5.4,,31.7,0.00525474,122.771
1144,1144,6300,12.7,,39.6,0.0130253,123.177
721,721,3150,12.6,,39.6,0.0584113,106.26
136,136,2500,3,,39.6,0.00495741,120.162
1138,1138,1600,12.7,,39.6,0.0130253,129.977
16,16,800,0,,55.5,0.00283081,128.086
281,281,3150,2,,39.6,0.00346574,121.627
258,258,400,2,,55.5,0.00313525,122.292
1154,1154,1000,17.4,,71.3,0.016104,125.816
503,503,1600,0,,31.7,0.00209405,130.817
515,515,1600,2.7,,71.3,0.00243851,130.644
607,607,4000,7.2,,71.3,0.00752039,119.343
296,296,4000,2,,31.7,0.00372371,120.527
587,587,1000,5.4,,31.7,0.00525474,128.241
1205,1205,2000,17.4,,31.7,0.0176631,124.356
566,566,6300,5.4,,55.5,0.00433288,117.287
855,855,200,11.2,,39.6,0.0150478,125.01
11,11,10000,0,,71.3,0.00266337,115.391
653,653,1250,9.9,,55.5,0.0208438,121.635
759,759,5000,0,,39.6,0.000791822,134.308
934,934,200,19.7,,71.3,0.0341183,118.005
819,819,400,8.4,,39.6,0.00566229,120.015
19,19,1600,0,,55.5,0.00283081,126.986
1277,1277,5000,0,,39.6,0.00146332,126.021
1377,1377,200,8.9,,71.3,0.0103088,133.503
196,196,8000,0,,71.3,0.00214345,118.024
1350,1350,2500,6.7,,71.3,0.00478288,131.458
133,133,1250,3,,39.6,0.00495741,125.802
235,235,1250,0,,31.7,0.0027238,128.805
701,701,1250,12.6,,71.3,0.0483159,120.154
321,321,1250,4,,55.5,0.0042862,131.264
118,118,1600,3,,55.5,0.00452492,124.439
261,261,800,2,,55.5,0.00313525,128.492
598,598,500,7.2,,71.3,0.00752039,132.043
611,611,10000,7.2,,71.3,0.00752039,110.313
905,905,400,15.4,,39.6,0.0282593,125.353
1169,1169,630,17.4,,55.5,0.0165706,122.411
928,928,2000,15.4,,31.7,0.0289853,120.835
1281,1281,630,0,,31.7,0.00150092,126.413
1056,1056,8000,4.8,,31.7,0.000930789,127.008
1307,1307,800,3.3,,55.5,0.002211,129.119
322,322,1600,4,,55.5,0.0042862,128.264
1407,1407,5000,8.9,,39.6,0.0124596,113.08
149,149,1600,3,,31.7,0.00529514,122.088
21,21,2500,0,,55.5,0.00283081,124.106
1078,1078,4000,9.5,,55.5,0.0043284,131.582
579,579,4000,5.4,,39.6,0.00485029,117.137
421,421,6300,7.3,,55.5,0.0111706,111.534
114,114,630,3,,55.5,0.00452492,129.569
762,762,10000,0,,39.6,0.000791822,125.998
102,102,1250,3,,71.3,0.00425727,127.634
1297,1297,1600,3.3,,71.3,0.00202822,133.664
1183,1183,400,17.4,,39.6,0.0172206,115.444
1190,1190,2000,17.4,,39.6,0.0172206,126.644
943,943,1600,19.7,,71.3,0.0341183,120.575
226,226,4000,0,,39.6,0.00253511,123.465
17,17,1000,0,,55.5,0.00283081,126.966
141,141,8000,3,,39.6,0.00495741,110.652
1444,1444,400,12.3,,39.6,0.0408268,128.265
1465,1465,1250,12.3,,31.7,0.0418756,118.767
145,145,630,3,,31.7,0.00529514,128.698
238,238,2500,0,,31.7,0.0027238,123.445
877,877,1250,15.4,,71.3,0.0264269,130.845
1206,1206,2500,17.4,,31.7,0.0176631,124.166
957,957,1600,19.7,,39.6,0.036484,117.604
418,418,3150,7.3,,55.5,0.0111706,117.134
1493,1493,800,15.6,,39.6,0.0528487,118.964
988,988,5000,0,,39.6,0.000428464,136.536
1062,1062,2000,9.5,,71.3,0.00420654,134.976
950,950,315,19.7,,39.6,0.036484,129.864
573,573,1000,5.4,,39.6,0.00485029,130.507
674,674,4000,9.9,,39.6,0.0233328,112.265
572,572,800,5.4,,39.6,0.00485029,132.757
229,229,315,0,,31.7,0.0027238,120.595
492,492,3150,0,,39.6,0.00193287,125.603
86,86,1250,1.5,,39.6,0.00392107,125.211
440,440,315,7.3,,31.7,0.0132672,130.239
1434,1434,1600,12.3,,55.5,0.0368233,121.824
439,439,250,7.3,,31.7,0.0132672,130.089
288,288,630,2,,31.7,0.00372371,129.057
477,477,4000,0,,55.5,0.00172668,127.233
814,814,2000,8.4,,55.5,0.00544854,133.042
77,77,10000,1.5,,71.3,0.00336729,113.492
242,242,6300,0,,31.7,0.0027238,116.815
549,549,2500,5.4,,71.3,0.00401199,127.591
1287,1287,2500,0,,31.7,0.00150092,132.003
422,422,200,7.3,,39.6,0.0123481,130.989
591,591,2500,5.4,,31.7,0.00525474,119.151
490,490,2000,0,,39.6,0.00193287,129.633
860,860,630,11.2,,39.6,0.0150478,133.13
1124,1124,3150,12.7,,71.3,0.0121808,133.758
233,233,800,0,,31.7,0.0027238,130.725
1182,1182,315,17.4,,39.6,0.0172206,115.144
998,998,2500,0,,31.7,0.000439472,132.897
316,316,400,4,,55.5,0.0042862,123.274
832,832,630,8.4,,31.7,0.00580776,125.856
665,665,500,9.9,,39.6,0.0233328,126.835
944,944,2000,19.7,,71.3,0.0341183,120.055
935,935,250,19.7,,71.3,0.0341183,119.115
815,815,2500,8.4,,55.5,0.00544854,131.542
1292,1292,8000,0,,31.7,0.00150092,120.193
880,880,2500,15.4,,71.3,0.0264269,127.625
657,657,3150,9.9,,55.5,0.0208438,115.085
996,996,1600,0,,31.7,0.000439472,129.267
346,346,315,4,,31.7,0.00509068,123.609
558,558,1000,5.4,,55.5,0.00433288,132.127
990,990,8000,0,,39.6,0.000428464,135.866
1354,1354,800,6.7,,55.5,0.0052139,135.953
838,838,2500,8.4,,31.7,0.00580776,125.576
695,695,315,12.6,,71.3,0.0483159,128.484
171,171,8000,4,,71.3,0.00497773,113.665
257,257,10000,2,,71.3,0.00293031,113.086
493,493,4000,0,,39.6,0.00193287,125.343
865,865,2000,11.2,,39.6,0.0150478,124.42
1148,1148,250,17.4,,71.3,0.016104,113.796
1437,1437,3150,12.3,,55.5,0.0368233,116.914
1293,1293,10000,0,,31.7,0.00150092,115.893
858,858,400,11.2,,39.6,0.0150478,130.67
714,714,630,12.6,,39.6,0.0584113,116.55
115,115,800,3,,55.5,0.00452492,129.949
1452,1452,2500,12.3,,39.6,0.0408268,113.315
1000,1000,4000,0,,31.7,0.000439472,137.047
953,953,630,19.7,,39.6,0.036484,120.324
471,471,1000,0,,55.5,0.00172668,128.583
1113,1113,250,12.7,,71.3,0.0121808,119.698
305,305,2000,4,,71.3,0.00400603,126.218
273,273,500,2,,39.6,0.00346574,125.157
561,561,2000,5.4,,55.5,0.00433288,128.707
1097,1097,200,9.5,,31.7,0.00461377,119.146
876,876,1000,15.4,,71.3,0.0264269,131.865
103,103,1600,3,,71.3,0.00425727,126.514
58,58,2000,0,,31.7,0.00331266,122.375
840,840,4000,8.4,,31.7,0.00580776,118.106
1150,1150,400,17.4,,71.3,0.016104,117.396
310,310,6300,4,,71.3,0.00400603,118.618
1386,1386,1600,8.9,,71.3,0.0103088,128.763
781,781,4000,4.2,,71.3,0.00142788,133.598
215,215,315,0,,39.6,0.00253511,121.055
92,92,5000,1.5,,39.6,0.00392107,116.241
166,166,2500,4,,71.3,0.00497773,123.775
1487,1487,200,15.6,,39.6,0.0528487,123.514
438,438,200,7.3,,31.7,0.0132672,128.679
234,234,1000,0,,31.7,0.0027238,130.595
270,270,6300,2,,55.5,0.00313525,118.712
605,605,2500,7.2,,71.3,0.00752039,124.353
897,897,2500,15.4,,55.5,0.0271925,125.63
1314,1314,4000,3.3,,55.5,0.002211,127.229
597,597,400,7.2,,71.3,0.00752039,130.123
961,961,4000,19.7,,39.6,0.036484,108.684
1285,1285,1600,0,,31.7,0.00150092,133.553
466,466,12500,0,,71.3,0.0015988,117.087
983,983,1600,0,,39.6,0.000428464,124.156
1336,1336,1600,3.3,,31.7,0.00251435,133.402
1178,1178,5000,17.4,,55.5,0.0165706,118.941
603,603,1600,7.2,,71.3,0.00752039,130.893
1269,1269,800,0,,39.6,0.00146332,128.401
659,659,5000,9.9,,55.5,0.0208438,112.065
537,537,6300,2.7,,39.6,0.00294804,119.209
820,820,500,8.4,,39.6,0.00566229,122.905
700,700,1000,12.6,,71.3,0.0483159,122.044
1120,1120,1250,12.7,,71.3,0.0121808,133.048
297,297,5000,2,,31.7,0.00372371,118.267
450,450,3150,7.3,,31.7,0.0132672,113.229
635,635,800,9.9,,71.3,0.0193001,128.879
1489,1489,315,15.6,,39.6,0.0528487,122.754
444,444,800,7.3,,31.7,0.0132672,123.209
47,47,12500,0,,39.6,0.00310138,109.619
338,338,2000,4,,39.6,0.00473801,121.659
868,868,4000,11.2,,39.6,0.0150478,115.52
1406,1406,4000,8.9,,39.6,0.0124596,116.22
232,232,630,0,,31.7,0.0027238,129.465
389,389,6300,5.3,,39.6,0.00614329,112.541
902,902,200,15.4,,39.6,0.0282593,121.783
436,436,5000,7.3,,39.6,0.0123481,111.959
1320,1320,800,3.3,,39.6,0.00245138,129.991
5,5,2500,0,,71.3,0.00266337,125.571
112,112,400,3,,55.5,0.00452492,126.159
1215,1215,1000,22.2,,71.3,0.0214178,134.247
109,109,6300,3,,71.3,0.00425727,116.134
1034,1034,1250,4.8,,39.6,0.000907475,125.026
583,583,400,5.4,,31.7,0.00525474,127.781
368,368,2500,5.3,,71.3,0.0051942,123.74
834,834,1000,8.4,,31.7,0.00580776,129.516
1010,1010,4000,4.8,,71.3,0.000848633,134.928
1283,1283,1000,0,,31.7,0.00150092,131.313
443,443,630,7.3,,31.7,0.0132672,126.189
664,664,400,9.9,,39.6,0.0233328,128.345
997,997,2000,0,,31.7,0.000439472,130.697
1090,1090,1600,9.5,,39.6,0.00449821,131.184
198,198,12500,0,,71.3,0.00214345,117.624
643,643,5000,9.9,,71.3,0.0193001,114.569
570,570,500,5.4,,39.6,0.00485029,129.937
451,451,4000,7.3,,31.7,0.0132672,112.639
1197,1197,315,17.4,,31.7,0.0176631,118.416
1070,1070,630,9.5,,55.5,0.0043284,125.452
1059,1059,1000,9.5,,71.3,0.00420654,129.556
1373,1373,1000,6.7,,31.7,0.00592927,131.636
362,362,630,5.3,,71.3,0.0051942,131.8
647,647,315,9.9,,55.5,0.0208438,132.355
986,986,3150,0,,39.6,0.000428464,133.276
1032,1032,800,4.8,,39.6,0.000907475,120.766
3,3,1600,0,,71.3,0.00266337,127.591
802,802,2000,8.4,,71.3,0.00529514,134.476
723,723,5000,12.6,,39.6,0.0584113,104.13
989,989,6300,0,,39.6,0.000428464,136.826
306,306,2500,4,,71.3,0.00400603,124.338
10,10,8000,0,,71.3,0.00266337,117.151
14,14,500,0,,55.5,0.00283081,126.416
709,709,200,12.6,,39.6,0.0584113,114.75
132,132,1000,3,,39.6,0.00495741,128.312
4,4,2000,0,,71.3,0.00266337,127.461
682,682,630,9.9,,31.7,0.0252785,126.049
529,529,1000,2.7,,39.6,0.00294804,130.589
1491,1491,500,15.6,,39.6,0.0528487,115.304
1440,1440,6300,12.3,,55.5,0.0368233,110.124
1088,1088,1000,9.5,,39.6,0.00449821,130.374
332,332,500,4,,39.6,0.00473801,127.039
1282,1282,800,0,,31.7,0.00150092,129.053
285,285,315,2,,31.7,0.00372371,120.147
1483,1483,2000,15.6,,71.3,0.0437259,119.888
473,473,1600,0,,55.5,0.00172668,130.183
160,160,630,4,,71.3,0.00497773,131.615
459,459,2500,0,,71.3,0.0015988,128.127
1473,1473,200,15.6,,71.3,0.0437259,130.898
784,784,8000,4.2,,71.3,0.00142788,125.268
178,178,630,4,,39.6,0.00579636,131.073
1004,1004,10000,0,,31.7,0.000439472,134.227
239,239,3150,0,,31.7,0.0027238,123.445
506,506,3150,0,,31.7,0.00209405,124.207
287,287,500,2,,31.7,0.00372371,126.677
913,913,2500,15.4,,39.6,0.0282593,122.413
262,262,1000,2,,55.5,0.00313525,129.002
425,425,400,7.3,,39.6,0.0123481,132.039
1316,1316,6300,3.3,,55.5,0.002211,123.839
824,824,1250,8.4,,39.6,0.00566229,131.205
1365,1365,1250,6.7,,39.6,0.00578076,132.395
290,290,1000,2,,31.7,0.00372371,130.307
1356,1356,1250,6.7,,55.5,0.0052139,136.883
729,729,2000,0,,71.3,0.000740478,131.06
1048,1048,1250,4.8,,31.7,0.000930789,127.408
1486,1486,4000,15.6,,71.3,0.0437259,113.298
1092,1092,2500,9.5,,39.6,0.00449821,131.234
914,914,3150,15.4,,39.6,0.0282593,120.513
821,821,630,8.4,,39.6,0.00566229,126.045
249,249,1600,2,,71.3,0.00293031,127.796
28,28,12500,0,,55.5,0.00283081,111.076
749,749,10000,0,,55.5,0.00076193,127.636
535,535,4000,2.7,,39.6,0.00294804,121.889
509,509,6300,0,,31.7,0.00209405,119.737
66,66,800,1.5,,71.3,0.00336729,127.122
188,188,1250,0,,71.3,0.00214345,128.144
219,219,800,0,,39.6,0.00253511,130.205
1404,1404,2500,8.9,,39.6,0.0124596,119.19
1242,1242,1000,0,,71.3,0.00121072,128.825
244,244,500,2,,71.3,0.00293031,126.486
835,835,1250,8.4,,31.7,0.00580776,130.156
1276,1276,4000,0,,39.6,0.00146332,127.801
1488,1488,250,15.6,,39.6,0.0528487,124.644
744,744,3150,0,,55.5,0.00076193,134.826
1129,1129,10000,12.7,,71.3,0.0121808,114.418
596,596,315,7.2,,71.3,0.00752039,128.713
1284,1284,1250,0,,31.7,0.00150092,133.063
758,758,4000,0,,39.6,0.000791822,135.308
654,654,1600,9.9,,55.5,0.0208438,119.875
15,15,630,0,,55.5,0.00283081,127.696
1151,1151,500,17.4,,71.3,0.016104,119.806
743,743,2500,0,,55.5,0.00076193,133.956
1007,1007,2000,4.8,,71.3,0.000848633,128.398
1490,1490,400,15.6,,39.6,0.0528487,120.484
879,879,2000,15.4,,71.3,0.0264269,129.285
251,251,2500,2,,71.3,0.00293031,127.006
1208,1208,4000,17.4,,31.7,0.0176631,121.996
1135,1135,800,12.7,,39.6,0.0130253,130.217
144,144,500,3,,31.7,0.00529514,127.548
388,388,5000,5.3,,39.6,0.00614329,115.311
550,550,3150,5.4,,71.3,0.00401199,123.311
404,404,5000,7.3,,71.3,0.0104404,115.298
1258,1258,1600,0,,55.5,0.00131983,132.05
1060,1060,1250,9.5,,71.3,0.00420654,131.656
1495,1495,1250,15.6,,39.6,0.0528487,118.214
564,564,4000,5.4,,55.5,0.00433288,119.737
319,319,800,4,,55.5,0.0042862,131.864
782,782,5000,4.2,,71.3,0.00142788,132.828
1174,1174,2000,17.4,,55.5,0.0165706,125.261
494,494,5000,0,,39.6,0.00193287,123.453
688,688,2500,9.9,,31.7,0.0252785,114.729
317,317,500,4,,55.5,0.0042862,127.314
391,391,250,7.3,,71.3,0.0104404,139.918
1074,1074,1600,9.5,,55.5,0.0043284,133.062
449,449,2500,7.3,,31.7,0.0132672,114.709
967,967,8000,0,,71.3,0.000400682,129.867
1018,1018,1600,4.8,,55.5,0.000873218,121.474
1436,1436,2500,12.3,,55.5,0.0368233,117.054
177,177,500,4,,39.6,0.00579636,130.173
50,50,315,0,,31.7,0.00331266,122.765
